name,score,ingredients
Dr. Jart+ Dermask Firming Solution Body Heat Thermosensitive Cellulose Gel Mask,2,"WATER, GLYCERIN, 1,2-HEXANEDIOL, CERATONIA SILIQUA GUM, CHONDRUS CRISPUS POWDER, PEG-60 HYDROGENATED CASTOR OIL, CETYL ETHYLHEXANOATE, PHENYL TRIMETHICONE, ALLANTOIN, BUTYLENE GLYCOL, BETA-GLUCAN, AGAR, DIPOTASSIUM GLYCYRRHIZATE, ADENOSINE, DISODIUM EDTA, CUPRESSUS SEMPERVIRENS LEAF/NUT/STEM OIL, POTASSIUM HYDROXIDE, UBIQUINONE, GLYCERYL POLYMETHACRYLATE, PROPYLENE GLYCOL, PALMITOYL OLIGOPEPTIDE"
innisfree skin solution mask- Peptide,2,"WATER, BUTYLENE GLYCOL, DIPROPYLENE GLYCOL, 1,2-HEXANEDIOL, CITRUS PARADISI (GRAPEFRUIT) FRUIT EXTRACT, GLYCERETH-26, BETAINE, CARBOMER, ARGININE, PEG-6 HYDROGENATED CASTOR OIL, CELLULOSE GUM, ADENOSINE, CITRUS AURANTIUM BERGAMIA (BERGAMOT) FRUIT OIL, OLEA EUROPAEA (OLIVE) FRUIT OIL, GLYCERIN, CITRUS GRANDIS (GRAPEFRUIT) PEEL OIL, LAVANDULA ANGUSTIFOLIA (LAVENDER) OIL, PELARGONIUM GRAVEOLENS FLOWER OIL, CITRUS UNSHIU PEEL EXTRACT, ORCHID EXTRACT, CAMELLIA SINENSIS LEAF EXTRACT, CAMELLIA JAPONICA LEAF EXTRACT, OPUNTIA COCCINELLIFERA FRUIT EXTRACT, COPAIFERA OFFICINALIS (BALSAM COPAIBA) RESIN, JASMINUM OFFICINALE (JASMINE) OIL, SALVIA OFFICINALIS (SAGE) OIL, ROSE FLOWER OIL, ELETTARIA CARDAMOMUM SEED OIL, ETHYLHEXYLGLYCERIN, COPPER TRIPEPTIDE-1, DISODIUM EDTA"
"Target Beauty Sheet Mask, Peppermint Delight",2,"WATER, METHYLPROPANEDIOL, AGAVE AMERICANA STEM EXTRACT, GLYCERIN, POLYGLYCERIN-3, HYDROXYACETOPHENONE, PEG-40 HYDROGENATED CASTOR OIL, CARBOMER, TROMETHAMINE, ALLANTOIN, CAFFEINE, CELLULOSE GUM, BUTYLENE GLYCOL, CAPRYLYL GLYCOL, TOCOPHERYL ACETATE, ETHYLHEXYLGLYCERIN, 1,2-HEXANEDIOL, MENTHA PIPERITA (PEPPERMINT) OIL, DISODIUM EDTA, ALTHAEA ROSEA FLOWER EXTRACT, SODIUM HYALURONATE, MENTHA PIPERITA (PEPPERMINT) EXTRACT."
Beautycounter+ Plumping + Peony Facial Mask,2,"Aqua/Water/Eau, Kaolin, Bentonite, Magnesium Aluminum Silicate, Glycerin, Pyrus Malus (Apple) Fruit Extract, Paeonia Albiflora Root Extract, Secale Cereale (Rye) Seed Extract, Hydrolyzed Pepper Fruit Extract, Amorphophallus Konjac Root Extract, Magnolia Champaca (Joy Perfume Tree) Flower Oil, Camellia Oleifera (Camellia) Seed Oil, Tocopherol (Vitamin E), Lactic Acid, Allantoin, Pentylene Glycol, Xanthan Gum, Caprylyl Glycol, Sodium Hyaluronate, Niacinamide, Tetrasodium Glutamate Diacetate, Chlorphenesin, Ethylhexylglycerin, Phenoxyethanol, Sodium Hydroxide, Citric Acid."
"ohii The Big Reveal Peel Off Mask, Brighten",2,"Water, Polyvinyl Alcohol, Glycerin, Mica, PEG-12 Dimethicone, Titanium Dioxide, Phenoxyethanol, Xanthan Gum, Synthetic Fluorphlogopite, Ethylhexylglycerin, Disodium EDTA, Tin Oxide, Citrus Paradisi (Grapefruit) Peel Extract, Citrus Limon (Lemon) Peel Extract"
"Tarte Tight & Bright Clay Multi-Mask, Clay Mask",2,"Water/Aqua/Eau, kaolin, butylene glycol, magnesium aluminum silicate, microcrystalline cellulose, montmorillonite, polysorbate 20, phenoxyethanol, simmondsia chinensis (jojoba) seed oil, xanthan gum, citric acid, ethylhexylglycerin, diethylhexyl syringylidenemalonate, PPG-26-buteth-26, prunus amygdalus dulcis (sweet almond) oil, PEG-40 hydrogenated castor oil, persea gratissima (avocado) oil, sodium citrate, caprylic/capric triglyceride, menthone glycerin acetal, (+/-): Titanium Dioxide (CI 77891), manganese violet (CI 77742)."
Summer Fridays Jet Lag Mask,2,"Water, Caprylic /Capric Triglyceride, Castanea Sativa (Chestnut) Seed Extract, Diheptyl Succinate, Capryloyl Glycerin/Sebacic Acid Copolymer, Pentylene Glycol, Butyrospermum Parkii (Shea)Butter, Cetearyl Alcohol, Niacinamide, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Glycerin, Sorbitan Stearate, Glyceryl Stearate , PEG 100 Stearate, Phenoxyethanol, Ethylhexylglycerin, Physalis Angulata Extract, Ceramide 3, Ceramide 6 II, Ceramide 1, Phytosphingosine, Cholesterol, Sodium Lauroyl Lactylate, Carbomer, Xanthan Gum, Sodium Hyaluronate, Aminopropyl Ascorbyl Phosphate, Tetrasodium Glutamate Diacetate, Arginine, Citric Acid, Tocopheryl Acetate, Mentha Arvensis (Cornmint) Oil, Mentha Piperita (Peppermint) Oil, Citrus Aurantium Dulcis (Orange)Peel Oil, Cucumis Sativus (Cucumber) Fruit Extract."
Andalou Naturals CannaCell Glow Mask,2,"Aloe Barbadensis Leaf Juice*, Purified Water (Aqua), Vegetable Glycerin, Bromelain, Papain, Maltodextrin, Xanthan Gum, Panthenol, Sorbitan Oleate Decylglucoside, Cannabis Sativa (Hemp) Seed Oil*, Magnesium Ascorbyl Phosphate (Vitamin C), Cannabis Sativa (Hemp) Cell Culture Extract, Resveratrol, Allantoin, Tocopherol, Chlorophyll, Phenoxyethanol, Ethylhexylglycerin, Citrus Tangerina (Tangerine) Peel Oil*, Citrus Aurantium (Petitgrain) Flower Oil*, Anthemis Nobilis (Roman Chamomile) Flower Oil, Limonene**"
Beautycounter+ Brightening + Vitamin C Facial Mask,2,"Aqua/Water/Eau, Kaolin, Bentonite, Magnesium Aluminum Silicate, Polyglyceryl-3 Olivate Phosphate, Titanium Dioxide, Magnesium Ascorbyl Phosphate, Glycerin, Mica, Pyrus Malus (Apple) Fruit Extract, Biosaccharide gum-1, Porphyridium polysaccharide, Tamarindus Indica (Tamarind) Seed Polysaccharide, Terminalia Ferdi1diana Fruit Extract, Microcitrus Australasica Fruit Extract, Citrus Nobilis (Mandarin Orange) Peel Oil, Allantoin, Xanthan Gum, Tocopherol (Vitamin E), Caprylyl/Capryl Glucoside, Propanediol, Ethylhexylglycerin, Caprylyl Glycol, Chlorphenesin, Phenoxyethanol, Tetrasodium Glutamate Diacetate, Citric Acid."
Grown Alchemist Deep Cleansing Facial Masque,2,"Aqua (Purified Water), Bentonite (Mineral), Kaolin (Mineral), Cetearyl Olivate (and) Sorbitan Olivate (Plant), Cetyl Alcohol (Plant), Prunus Amygdalus Dulcis (Sweet Almond) Oil, Glycerin (Plant), Sodium Dehydroacetate (Organic Listed), Phenoxyethanol, Potassium Sorbate (Organic Listed), Tocopherol (Plant), Pelargonium Graveolens (Geranium) Oil, Citric Acid, Triticum Vulgare (Wheat) Germ Oil, Centella Asiatica (Gotu Kola) Extract, Ginkgo Biloba (Ginkgo) Leaf Extract, Rosa Damascena (Rose) Flower Oil, Vaccinium Macrocarpon (Cranberry) Extract, Linalool (Plant), Citral (Plant), Geraniol (Plant), Citronellol (Plant)."
Dr. Jart+ Dermask Soothing Hydra Solution Deep Hydration Sheet Mask,2,"WATER, GLYCERIN, BUTYLENE GLYCOL, ALCOHOL, PANTHENOL, BETAINE, XYLITYLGLUCOSIDE, ANHYDROXYLITOL, XYLITOL, ALOE BARBADENSIS LEAF EXTRACT, BAMBUSA VULGARIS EXTRACT, PINUS DENSIFLORA LEAF EXTRACT, THUJA ORIENTALIS EXTRACT, CHAMAECYPARIS OBTUSA LEAF EXTRACT, CHLORPHENESIN, HYDROXYETHYLCELLULOSE, DISODIUM EDTA, XANTHAN GUM, PEG-60 HYDROGENATED CASTOR OIL, GLYCYRRHIZA GLABRA (LICORICE) ROOT EXTRACT, ZINGIBER OFFICINALE (GINGER) ROOT EXTRACT, SCHIZANDRA CHINENSIS FRUIT EXTRACT, COPTIS JAPONICA ROOT EXTRACT, CAMELLIA SINENSIS LEAF EXTRACT, CAPRYLYL GLYCOL, 1,2-HEXANEDIOL, DIPOTASSIUM GLYCYRRHIZATE, HYDROXYETHYL ACRYLATE/SODIUM, ACRYLOYLDIMETHYL TAURATE COPOLYMER, CARBOMER, ARGININE, CITRUS GRANDIS (GRAPEFRUIT) SEED EXTRACT, ACORUS CALAMUS ROOT EXTRACT, PERILLA OCYMOIDES LEAF EXTRACT, CYCLOPENTASILOXANE, CYCLOHEXASILOXANE, PEG-10 DIMETHICONE/VINYL DIMETHICONE CROSSPOLYMER, POLYGLUTAMIC ACID, METHYLPROPANEDIOL, PHENOXYETHANOL, THYMUS VULGARIS (THYME) FLOWER/LEAF OIL"
Dr. Jart+ Ceramidin Skin-Friendly 1oskin Sheet Mask,2,"WATER, CETYL ETHYLHEXANOATE, GLYCERIN, CAPRYLIC/CAPRIC TRIGLYCERIDE, BUTYLENE GLYCOL, METHYLPROPANEDIOL, DIPROPYLENE GLYCOL, CITRUS AURANTIUM BERGAMIA (BERGAMOT) FRUIT OIL, PELARGONIUM GRAVEOLENS FLOWER OIL, SALVIA OFFICINALIS (SAGE) OIL, POGOSTEMON CABLIN OIL, PINUS KORAIENSIS SEED OIL, SODIUM HYALURONATE, TREHALOSE, BETAINE, ERYTHRITOL, GLYCERYL STEARATE, SORBITAN STEARATE, CERAMIDE NP, HYDROGENATED LECITHIN, TOCOPHEROL, BIXA ORELLANA SEED OIL, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, GLYCINE SOJA (SOYBEAN) OIL, ALOE BARBADENSIS LEAF JUICE, PANTHENOL, PORTULACA OLERACEA EXTRACT, BIFIDA FERMENT LYSATE, ULMUS DAVIDIANA ROOT EXTRACT, AMARANTHUS CAUDATUS SEED EXTRACT, GLYCYRRHIZA GLABRA (LICORICE) ROOT EXTRACT, ARTEMISIA VULGARIS EXTRACT, BETA VULGARIS (BEET) ROOT EXTRACT, ALGAE EXTRACT, PUERARIA THUNBERGIANA ROOT EXTRACT, PAEONIA LACTIFLORA ROOT EXTRACT, CNIDIUM OFFICINALE ROOT EXTRACT, STEARIC ACID, PALMITIC ACID, DEXTRIN, PEG-100 STEARATE, DIMETHICONE, PEG/PPG-17/6 COPOLYMER, POLYSORBATE 60, CETEARYL ALCOHOL, TROMETHAMINE, BUTYROSPERMUM PARKII (SHEA) BUTTER, XANTHAN GUM, CARBOMER, CARAMEL, DISODIUM EDTA, ETHYLHEXYLGLYCERIN, 1,2-HEXANEDIOL, PHENOXYETHANOL"
"Andalou Naturals Instant Lift & Firm Hydro Serum Facial Mask, Resveratrol Q10 Age Defying",2,"Aloe Barbadensis Leaf Juice*, Purified Water (Aqua), Sodium Hyaluronate, Sodium Laurylglucosides Hydroxypropylsulfonate, Vegetable Glycerin, Fruit Stem Cells (Malus Domestica, Solar Vitis), BioActive Berry Complex*, Argania Spinosa (Argan) Kernel Oil*, Resveratrol, Ubiquinone (CoQ10), Lycium Barbarum (Goji) Fruit Extract, Biosaccaride Gum-1, Bisabolol, Amorphophallus Konjac Root Powder, Allantoin, Tocopherol, Aspalathus Linearis (Rooibos) Extract*†, Hibiscus Sabdariffa Flower Extract*†, Camellia Sinensis (White Tea) Leaf Extract*†, Phenethyl Alcohol, Ethylhexylglycerin, Citrus Aurantium (Petitgrain) Flower Oil*, Pelargonium Graveolens (Rose Geranium) Flower Oil*"
C'est Moi Purifying Charcoal Clay Facial Mask ,2,"Aqua/Water/Eau, Kaolin, Charcoal Powder, Magnesium Aluminum Silicate, Bentonite, Glycerin*, Cetearyl Alcohol, Coco-Glucoside, Camellia Sinensis Leaf, Olea Europaea (Olive) Seed Powder, Zingiber Officinale (Ginger) Root Powder, Salicylic Acid, Coconut Alcohol, Xanthan Gum, Caprylyl Glycol, Dipotassium Glycyrrhizate, Lactic Acid, Tetrasodium Glutamate Diacetate, Sodium Hyaluronate, Citric Acid, Ethylhexylglycerin, Chlorphenesin, Phenoxyethanol."
"Andalou Naturals Instant Hydration Hydro Serum Facial Mask, 1000 Roses Soothing",2,"Aloe Barbadensis Leaf Juice*, Purified Water (Aqua), Rosa Damascena (Rose) Flower Distillate*, Sodium Hyaluronate, Sodium Laurylglucosides Hydroxypropylsulfonate, Vegetable Glycerin, Plant Stem Cells (Alpine Rose, Malus Domestica, Solar Vitis), BioActive Berry Complex*, Rosa Canina (Rosehip) Fruit Oil*, Punica Granatum (Pomegranate) Seed Oil*, Soothing Complex: [Magnolia Officinalis Bark Extract, Boswellia Serrata (Boswellin) Extract], Biosaccaride Gum-1, Bisabolol, Amorphophallus Konjac Root Powder, Allantoin, Tocopherol, Aspalathus Linearis (Rooibos) Extract*†, Hibiscus Sabdariffa Flower Extract*†, Camellia Sinensis (White Tea) Leaf Extract*†, Phenethyl Alcohol, Ethylhexylglycerin, Rose Isolates, Vanilla Isolates, Pelargonium Graveolens (Rose Geranium) Flower Oil*, Citrus Aurantium Dulcis (Orange) Peel Oil*"
"Andalou Naturals Instant Brighten & Tighten Hydro Serum Facial Mask, Vitamin C Brightening",2,"Aloe Barbadensis Leaf Juice*, Purified Water (Aqua), Sodium Hyaluronate, Sodium Laurylglucosides Hydroxypropylsulfonate, Vegetable Glycerin, Fruit Stem Cells (Malus Domestica, Solar Vitis), BioActive Berry Complex*, Hippophae Rhamnoides (Sea Buckthorn) Fruit Oil*, Magnesium Ascorbyl Phosphate (Vitamin C), Tamarindus Indica (Tamarind) Seed Extract*, Curcuma Longa (Turmeric) Root Extract*, Biosaccaride Gum-1, Bisabolol, Amorphophallus Konjac Root Powder, Allantoin, Tocopherol, Aspalathus Linearis (Rooibos) Extract*†, Hibiscus Sabdariffa Flower Extract*†, Camellia Sinensis (White Tea) Leaf Extract*†, Phenethyl Alcohol, Ethylhexylglycerin, Citrus Tangerina (Tangerine) Peel Oil, Citrus Aurantium Dulcis (Orange) Peel Oil*"
Beauty Without Cruelty Purifying Facial Mask,2,"Purified water, kaolin, montmorillonite, glycerine, Hamamelis virginiana (witch hazel) distillate, zinc oxide, magnesium aluminum silicate, stearic acid, sodium pca, Simmondsia chinensis (jojoba) oil*, magnesium ascorbyl phosphate, panthenol, Hamamelis virginiana (witch hazel) extract, Anthemis nobilis (chamomile) extract,* Lavandula angustifolia (lavender) extract*, allantoin, tocopherol acetate, citric acid, phenoxyethanol, ethyl hexyl glycerin, Ca1ga odorata (ylang ylang) oil*, Lavandula angustifolia (lavender) oil*, Lavandula hybrida (lavandin) oil*."
Derma E Essentials Overnight Peel,2,"Purified Water, Glycolic Acid, Glycerin (Vegetable Derived), Caprylic/Capric Triglyceride (Plant Derived), Stearic Acid (Vegetable Derived), Cetyl Alcohol (Plant Derived), Organic Simmondsia Chinensis (Jojoba) Seed Oil*, Glyceryl Stearate (Vegetable Derived), Glyceryl Stearate Citrate (Vegetable Derived), Polysorbate 60, Stearyl Alcohol (Plant Derived), Lactic Acid, Organic Camellia Sinensis (Green Tea) Leaf Extract*, Sodium Ascorbyl Phosphate (Vitamin C, Stay-C 50), Cetearyl Glucoside (Plant Derived), Xanthan Gum, Dimethicone, Potassium Sorbate, Phenoxyethanol, Ethylhexylglycerin."
Dr. Jart+ Dermask Wrinkless Solution Body Heat Thermosensitive Cellulose Gel Mask,2,"WATER, GLYCERIN, BUTYLENE GLYCOL, 1,2-HEXANEDIOL, CERATONIA SILIQUA GUM, CHONDRUS CRISPUS POWDER, PEG-60HYDROGENATED CASTOR OIL, TRIETHYLHEXANOIN, ALLANTOIN, HYDROLYZED ELASTIN, AGAR, DIPOTASSIUM GLYCYRRHIZATE, ADENOSINE, DISODIUM EDTA, HYDROLYZED COLLAGEN, CUPRESSUS SEMPERVIRENS LEAF/NUT/STEM OIL, POTASSIUM HYDROXIDE, GLYCERYL POLYMETHACRYLATE, PROPYLENE GLYCOL, PALMITOYL OLIGOPEPTIDE"
"Versed Photos, Please Brightening Tightening Mask",2,"Water, Kaolin, Glyceryl Stearate SE, Propylene Glycol, Coco-Caprylate/Caprate, Polysorbate 60, Sorbitan Stearate, Cetyl Alcohol, Glyceryl Stearate, PEG-100 Stearate, 1,2-Hexanediol, Bentonite, Phenoxyethanol, Magnesium Aluminum Silicate, Xanthan Gum, Tocopheryl Acetate, Trisodium Ethylenediamine Disuccinate, Citric Acid, Curcuma Longa (Turmeric) Root Extract, Hamamelis Virginiana (Witch Hazel) Leaf Extract, Glycerin, Titanium Dioxide (CI 77891), Sodium Benzoate, Potassium Sorbate."
Young Living ART Creme Masque,2,"Water, Caprylic/Capric Triglycerides, Dicaprylyl Carbonate, Hydroxypropyl Starch Phosphate, Sorbitol, Squalane, Cetearyl Olivate, Sorbitan Olivate, Aloe Barbadensis Leaf Juice, Avena Sativa (Oat) Kernel Extract, Maltodextrin, Panthenol, Sodium Hyaluronate, A.R.T Creme Masque Essential Oil Blend: [Vetiver (Vetiveria zizanioides) Oil, Davana (Artemisia pallens) Oil, Roman Chamomile (Chamaemelum nobile) Oil, Ylang Ylang (Ca1ga odorata) Oil, Geranium (Pelargonium graveolens) Oil, Vanilla Essential Oil 16x, Ocotea (Ocotea quixos) Oil, Jasmine__ absolute (Jasminum officinale)], Coconut Alkanes, Coco-Caprylate/Caprate, Camellia Oleifera Leaf Extract, Pectin, Glycerin, Cetyl Palmitate, Sorbitan Palmitate, Tocopheryl Acetate, Cucumis Sativus (Cucumber) Fruit Extract, Xanthan Gum, Caprylyl Glycol, Phenoxyethanol, Sodium Ascorbyl Phosphate, Sodium Gluconate, Soy Lecithin, Hexylene Glycol"
Immunocologie Oxygen Treatment Creme,2,"Aqua, Caprylic capric triglycerides, Bentonite, Lactic acid, Glycerin, Balanites roxburghii seed oil, Adansonia digitata seed oil, Benzyl alcohol, Xanthan gum, Magnesium chloride, Zinc oxide, Glucondactone, Sodium benzoate, Glycolic add, Snail secretion filtrate, Citric acid, Pogostemon cablin oil , Vetyveria zizanioides oil, Lim one, Linalool, Citral."
Immunocologie Day Protection,2,"Aqua, Glycerin, Caprylic capric triglyceride, Butyrospermum parkii seed butter, Balanites roxburghii seed oil, Helianthus annuus seed oil, Dicaprylyl carbonate, Bentonite, Sodium magnesium silicate, Cetylstearyl alcohol, Adansonia digitata seed oil, Persea gratissima (avocado) oil, Magnesium chloride, Cetearyl alcohol, Gluconolactone, Sucrose stearate, Zinc oxide, Sodium benzoate, Xanthan gum, Benzyl alcohol, Sodium Stearoyl Glutamate, Pogostemon cablin oil, Citric acid, Hyaluronic acid, Balanites aegyptiaca leaf extract, Borojoa patinoi pulp extract, Sodium citrate, Vetyveria zizanioides oil , LimonÃ¨ne, Linalool, Citral."
Aroma Naturals The Amazing 30 Creme,2,"Water (Aqua), Organic Aloe Barbadensis (Aloe) Leaf Extract*, Organic Cocos Nucifera (Coconut) Water*, Aspalathus Linearis (Rooibos) Leaf Extract, Glycerin (Kosher), Vitis Vinifera (Grapeseed) Oil, Prunus Dulcis (Sweet Almond) Oil, Ethyl Macadamiate, Prunus Armeniaca (Apricot) Kernel Oil, Organic Persea Gratissima (Avocado) Oil*, Caprylic/Capric Trigrlyceride, Organic Argania Spinosa (Argan) Kernel Oil*, Oenothera Biennis (Evening Primrose) Oil, Oryza Sativa (Rice) Bran Oil, Cetearyl Alcohol, Squalane (Olive) Oil, Hydrolyzed Jojoba Esters, Organic Rosa Rubiginosa (Rose Hip Seed) Oil*, Salvia Hispanica (Chia) Seed Oil, Organic Cucurbita Pepo (Pumpkin) Seed Oil*, Diheptyl Succinate, Prunus Dulcis (Sweet Almond) Oleosomes, Organic Linum Usitatissimum (Flax Seed) Oil*, Vaccinium Macrocarpon (Cranberry) Seed Oil, Organic Punica Granatum (Pomegranate) Seed Oil*, Cetearyl Glucoside, Tocopherol (mixed Vitamin E), Potassium Olivoyl Hydrolyzed Oat Protein, Cetearyl Olivate, Organic Ipomoea Batatas (Sweet Potato) Root Extract* (rich in Vitamin A), Tocopheryl Acetate (Vitamin E), Xanthan Gum, Sodium Ascorbyl Phosphate (Vitamin C Ester), Sorbitan Olivate, Ascorbic Acid 2-Glucoside (Vitamin C), Panthenol (Pro-Vitamin B-5), Phytic Acid, Allantoin, Avena Sativa (Oat) Kernel Extract, Capryloyl Glycerin/Sebacic Acid Copolymer, Sodium Hyaluronate, Thioctic (Alpha Lipoic) Acid, Boswellia Carteri (Frankincense) Extract, Organic Borago Officinalis (Borage) Oil*, Organic Plukenetia Volubilis (Sachi Inchi) Oil*, Organic Hippophae Rhamnoides (Sea Buckthorn) Oil*, Caprylhydroxamic Acid, Potassium Sorbate, Malus Domestica (Swiss Apple) Fruit Cell Culture Extract, Argania Spinosa (Argan) Sprout Cell Extract, Malic Acid, Caprylyl Glycol"
Kiehl's Since 1851 Hydro-Plumping Re-Texturizing Serum Concentrate,2,"Water, Glycerin, Dimethicone, Propanediol, Dimethicone/PEG-10/15 Crosspolymer, Polymethylsilsesquioxane, Sodium Chloride, Phenoxyethanol, Butylene Glycol, Chlorphenesin, Sodium Citrate, p-Anisic Acid, Disodium EDTA, PEG-10 Dimethicone, Sodium Hydroxide, Adenosine, Perilla Ocymoides Extract/Perilla Ocymoides Leaf Extract, Citric Acid"
Brandless Facial Lotion,2,"Water, Cetyl Alcohol, Stearic Acid, Glyceryl Stearate, Carthamus Tinctorius (Safflower) Seed Oil, Glycerin, Zea Mays (Corn) Oil, Glycine Soja (Soybean) Oil, Aloe Barbadensis Leaf Juice, Helianthus Annuus (Sunflower) Seed Oil, Cetearyl Alcohol, Dimethicone, Xanthan Gum, Sodium Stearoyl Lactylate, Polysorbate 20, Sorbitan Tristearate, Potassium Sorbate, Sodium Hydroxide, Phenoxyethanol."
Matrescence Rose Glow Brightening Essence,2,"Aqua, Sorbitol, *Glycerin, *Punica Granatum Juice Extract, Decyl Glucoside, Glyceryl Oleate, 1,2-Hexanediol (and) Caprylyl Glycol, Polyglyceryl-10 Stearate, Dehydroacetic Acid, Ascorbic Acid, Cellulose Gum, *Vitis Vinifera (Grape) Skin Extract, *Anthemis Nobilis Flower Extract, *Fucus Vesiculosus Extract, *Aloe Barbadensis Leaf Extract, Lactic Acid, *Lavandula Angustifolia (Lavender) Oil, *Helichrysum Italicum Flower Oil, *Santalum Album (Sandalwood) Oil, Aniba Rosaeodora (Rosewood) Wood Oil, *Jasminum Officinale (Jasmine) Oil, Lycopene."
Sonage Opalex Lightening Serum,2,"Water, Glycerin, ALPHA-ARBUTIN, Niacinamide (VITAMIN B3), AZELAIC Acid, MANDELIC Acid, Glycyrrhizic Acid (LICORICE) Root Extract, Morus Alba (MULBERRY) Root Extract, KOJIC Acid, Carbomer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Xanthan Gum, Sodium Hyaluronate, Caprylic/Capric Triglyceride, Citrus Limon (LEMON) Peel Extract, Citrus Aurantium Dulcis (ORANGE) Fruit Extract, Citrus Aurantiifolia (LIME) Peel Extract, Salvia Officinalis (SAGE) Leaf Extract, Pyrus Malus (APPLE) Fruit Extract, VANILLA Planifolia Fruit Extract, Cucumis Sativus (CUCUMBER) Fruit Extract, Hydrolyzed Oat Protein, Potassium Cocoate"
The Ordinary Mandelic Acid 10%,2,"Propanediol, Aqua (Water), Mandelic Acid, Glycerin, Dimethyl Isosorbide, Sodium Hyaluronate Crosspolymer, Tasmannia Lanceolata Fruit/Leaf Extract, Pentylene Glycol, Polysorbate 20, Sodium Hydroxide, Ethylhexylglycerin, 1,2-Hexanediol, Caprylyl Glycol."
Cicago Cica Spot Balm,2,"Water, Glycerin, Pentaerythrityl Tetraisostearate, Cetyl Ethylhexanoate, Cetearyl Alcohol, Macadamia Ternifolia Seed Oil, Caprylic/Capric Triglyceride, Glyceryl Stearate, Stearic Acid, Ricinus Communis (Castor) Seed Oil, Arachidyl Alcohol, Trehalose, Betaine, Scutellaria Baicalensis Root Extract, Sericin, Cnidium Monnieri Fruit Extract, Viscum Album (Mistletoe) Extract, Chamaecyparis Obtusa Leaf Extract, Behenyl Alcohol, Arachidyl Glucoside, Butyrospermum Parkii (Shea) Butter, Titanium/Titanium Dioxide, Xanthan Gum, Allantoin, Panthenol, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Centella Asiatica Extract, Paeonia Suffruticosa Root Extract, Glycyrrhiza Uralensis (Licorice) Root Extract, Castanea Crenata (Chestnut) Shell Extract, Salix Alba (Willow) Bark Extract"
Aroma Naturals The Amazing 30 Serum,2,"Water (Aqua), Organic Aloe Barbadensis (Aloe) Leaf Extract*, Organic Cocos Nucifera (Coconut) Water*, Aspalathus Linearis (Rooibos) Leaf Extract, Glycerin (Kosher), Vitis Vinifera (Grapeseed) Oil, Cetearyl Olivate, Oenothera Biennis (Evening Primrose) Oil, Salvia Hispanica (Chia) Seed Oil, Caprylic/Capric Trigrlyceride, Organic Argania Spinosa (Argan) Kernel Oil*, Organic Rosa Rubiginosa (Rose Hip Seed) Oil*, Ethyl Macadamiate, Sorbitan Olivate, Hydrolyzed Jojoba Esters, Organic Cucurbita Pepo (Pumpkin) Seed Oil*, Vaccinium Macrocarpon (Cranberry) Seed Oil, Diheptyl Succinate, Organic Linum Usitatissimum (Flax Seed) Oil*, Tocopherol (mixed Vitamin E), Organic Ipomoea Batatas (Sweet Potato) Root Extract* (rich in Vitamin A), Tocopheryl Acetate (Vitamin E), Xanthan Gum, Sodium Ascorbyl Phosphate (Vitamin C Ester), Ascorbic Acid 2-Glucoside (Vitamin C), Phytic Acid, Allantoin, Panthenol (Pro-Vitamin B-5), Avena Sativa (Oat) Kernel Extract, Capryloyl Glycerin/Sebacic Acid Copolymer, Sodium Hyaluronate, Thioctic (Alpha Lipoic) Acid, Boswellia Carteri (Frankincense) Extract, Organic Hippophae Rhamnoides (Sea Buckthorn) Oil*, Organic Borago Officinalis (Borage) Oil*, Organic Plukenetia Volubilis (Sachi Inchi) Oil*, Caprylhydroxamic Acid, Potassium Sorbate, Malus Domestica (Swiss Apple) Fruit Cell Culture Extract, Argania Spinosa (Argan) Sprout Cell Extract, Rhododendron Ferrugineum (Alp Rose) Leaf Cell Culture Extract, Malic Acid, Caprylyl Glycol"
Poofy Supernaturals Flawless Face Daily Moisturizer,2,"Organic Apricot Kernel Oil, Organic Unrefined Shea Butter, Organic Grapeseed oil, Organic Borage Oil, Organic Evening Primrose Oil, Organic Calendula Oil, Organic Rose Hip Seed Oil, Emulsifying Wax (Cetostearyl Alcohol & Sorbitan Ester), Vegetable Glycerin, Leuconostoc Ferment Filtrate (Kimchi Extract), Organic Roman Chamomile Essential Oil, Organic Neroli (Citrus aurantium amara) Essential Oil, Organic Lavender (Lavandula Angustifolia) Essential Oil"
Avalea Essential Beauty Day Cream,2,"Aqua (Water), Carthamus Tinctorius (Safflower) Seed Oil, Cetearyl Olivate, Sorbitan Olivate, Caprylic/Capric Triglyceride, Glycerin (Vegetable), Butyrospermum Parkii (Shea Butter), Simmondsia Chinensis (Jojoba) Seed Oil, Cetearyl Alcohol, Argania Spinsosa (Argan) Kernel Oil, Diheptyl Succinate, Capryloyl Glycerin/Sebacic Acid Copolymer, Squalane (Olive derived), Punica Granatum (Pomegrante) Seed Oil, Sodium Stearoyl Glutamate, Calendula Officinalis (Calendula) Flower Extract, Chamomilla Recutita (Matricaria) Flower Extract, Xanthan Gum, Ethylhexylglycerin, Zingiber Officinale (Ginger) Root Extract, Tocopherol Acetate (Vitamin E), Phenoxyethanol, Camellia Oleifera Leaf Extract, Benzoic Acid, Dehydroacetic acid, Citric acid. "
